Country Name	Country Code	Series Name	Series Code	1992 [YR1992]	1993 [YR1993]	1994 [YR1994]	1995 [YR1995]	1996 [YR1996]	1997 [YR1997]	1998 [YR1998]	1999 [YR1999]	2000 [YR2000]	2001 [YR2001]	2002 [YR2002]	2003 [YR2003]	2004 [YR2004]	2005 [YR2005]	2006 [YR2006]	2007 [YR2007]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]	2015 [YR2015]	2016 [YR2016]	2017 [YR2017]	2018 [YR2018]
Albania	ALB	Population, total	SP.POP.TOTL	3247039	3227287	3207536	3187784	3168033	3148281	3128530	3108778	3089027	3060173	3051010	3039616	3026939	3011487	2992547	2970017	2947314	2927519	2913021	2905195	2900401	2895092	2889104	2880703	2876101	2873457	2866376
Albania	ALB	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.689859284104687	0.641405614065312	0.667178793940271	0.611710203702635	0.621836956875134	0.470097808931287	0.575350084544499	0.955359308384195	1.026213108529	1.0522280929869	1.22910118288698	1.35214448140818	1.41727335767255	1.35149180454706	1.35336220283257	1.42086728796502	1.41484755272088	1.47565225025013	1.57225093811545	1.73482330790188	1.57909199452076	1.65452427763954	1.80678854066866	1.75998705871449	1.71412617289866	1.94887203810602	1.93973156347946
Algeria	DZA	GDP per capita (constant 2015 US$)	NY.GDP.PCAP.KD	2994.4913203765	2867.19589448977	2783.1550397609	2834.26519284736	2899.19320163403	2884.12022797144	2986.05566558979	3038.27291538375	3111.17616898665	3162.81150705023	3297.61281111413	3490.22324715182	3592.64530104949	3752.09616063674	3760.155368403	3828.14847629173	3856.4076594991	3851.21377722335	3918.48641959061	3956.89581506545	4012.36150559795	4042.92363832773	4112.07602394229	4177.8895415169	4224.03726252781	4192.33769222334	4154.21903821165
Algeria	DZA	Population, total	SP.POP.TOTL	27028330	27635517	28213777	28757788	29266415	29742980	30192750	30623406	31042238	31451513	31855110	32264159	32692153	33149720	33641007	34166976	34730604	35333882	35977451	36661438	37383899	38140135	38923688	39728020	40551398	41389174	42228415
Algeria	DZA	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	2.44780199146599	2.65853539125032	2.53599509204315	2.54018146319181	2.43999820271803	2.44864502480922	2.46880459713011	2.53205015797394	2.53171179217169	2.3773101154148	2.52424179354584	2.59854905872488	2.59664758084302	2.68448722945473	2.78677745883172	2.9420221444239	2.9941892170951	3.19155421416758	3.14474752533191	3.22245952272794	3.38755462612394	3.40612323474996	3.56620883406526	3.6742329469226	3.53501992705652	3.50574766242013	3.59165741835207
American Samoa	ASM	GDP per capita (constant 2015 US$)	NY.GDP.PCAP.KD	..	..	..	..	..	..	..	..	..	..	12609.3685211188	12641.6678802311	12653.2818390598	12628.5076571075	12202.7373674641	12586.7160375183	12439.1497226866	12092.2765062614	12256.3428575784	12328.6652824756	11812.4591111668	11507.2256511128	11694.5453868794	12059.6351646776	11871.3595493939	11066.0601740887	11393.6056572867
American Samoa	ASM	Population, total	SP.POP.TOTL	49900	51025	52099	53158	54209	55227	56180	57049	57816	58496	59077	59495	59684	59557	59109	58367	57490	56675	56084	55755	55669	55717	55791	55806	55739	55617	55461
American Samoa	ASM	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Andorra	AND	GDP per capita (constant 2015 US$)	NY.GDP.PCAP.KD	28792.1981329368	27517.5487946599	27408.2800944199	27641.8864156175	28701.0947085249	31325.5173835279	32416.0142298075	33625.2437739494	34267.582236696	35974.8796537156	36158.5864331717	37620.2055439015	39042.9587661129	39782.9287639918	40602.5375828159	40391.8714598755	37610.5609459506	35362.6965506067	34667.1713089389	34956.5962291033	33750.0569181309	33220.5619485322	34721.891965559	35770.7767044085	37432.7626628952	37707.6836020581	38301.2984391299
Andorra	AND	Population, total	SP.POP.TOTL	58882	60974	62676	63860	64363	64318	64140	64368	65390	67344	70048	73180	76250	78871	80995	82682	83860	84461	84454	83748	82427	80770	79213	77993	77295	76997	77008
Andorra	AND	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	6.96307869977243	6.72417751828648	6.5415789137788	6.73347948637645	6.99159454966363	7.30744115177711	7.63953850951045	7.92319164802386	7.95228628230616	7.72154906153481	7.56624029237094	7.24241596064499	7.34426229508197	7.35378022340277	6.79054262608803	6.53104666070003	6.43930360124016	6.15668770201632	6.1571980012788	5.85088599130725	5.94465405752969	5.94280054475672	5.8071276179415	6.02618183683151	6.08060029756129	6.10413392729587	5.97340536048203
Angola	AGO	GDP per capita (constant 2015 US$)	NY.GDP.PCAP.KD	2669.43470645828	1964.38971533127	1927.50048977793	2146.45565318357	2360.08780362789	2451.60865967943	2485.06684218924	2458.09645024045	2451.50982599127	2471.66462723733	2717.44096999519	2705.70613893833	2900.16696257258	3220.07808518711	3464.23466882131	3806.84917814926	4077.77684411643	3963.24842013776	3988.62364625167	3979.8150506227	4167.12579657488	4220.96480538831	4272.45553706668	4166.97983330278	3924.62047106472	3790.79156544691	3595.10666708754
Angola	AGO	Population, total	SP.POP.TOTL	12657361	13075044	13503753	13945205	14400722	14871572	15359600	15866871	16395477	16945753	17519418	18121477	18758138	19433604	20149905	20905360	21695636	22514275	23356247	24220660	25107925	26015786	26941773	27884380	28842482	29816769	30809787
Angola	AGO	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.503264464053763	0.527722889498498	0.495417829398983	0.773025566852549	0.792321384997224	0.788753199728986	0.740253652438866	0.797258640345661	0.754476371745695	0.761842805096947	0.777423085629899	0.993848349116355	1.02835366708572	0.937036691701652	1.00943403951532	1.1236352782253	1.15599284575018	1.20590158910291	1.22151474078862	1.2163169789758	1.20479888322113	1.26154174238672	1.28536455265954	1.26092098873993	1.2277029417926	1.03431729977182	0.88738036390839
Antigua and Barbuda	ATG	GDP per capita (constant 2015 US$)	NY.GDP.PCAP.KD	11908.4931735434	12286.0333441018	12828.6104410898	12006.518606977	12525.1679394273	12928.4417653462	13260.4942874684	13484.1864626965	14069.5148408067	13220.0448316627	13170.6260108089	13792.5009167708	14399.8207214034	15122.1856098317	16785.7470478675	18062.4656633866	17771.193163252	15401.9686409802	13986.8408888484	13525.4449097176	13802.7074917283	13554.4013958157	13908.9916265529	14285.3297773091	14919.2060476269	15242.3730650282	16146.5927471262
Antigua and Barbuda	ATG	Population, total	SP.POP.TOTL	64459	65777	67201	68672	70176	71707	73219	74674	76007	77212	78298	79311	80347	81462	82715	84029	85394	86743	88030	89250	90407	91510	92562	93571	94520	95425	96282
Antigua and Barbuda	ATG	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	4.49898385019935	3.80072061662891	3.72018273537596	3.93173345759553	3.98996808025536	4.18369196870598	4.50702686461164	4.41920882770442	4.34170536924231	4.532974149096	4.9809701397226	5.16952251264011	4.97840616326683	5.03302153151162	5.31947047089403	5.4743005390996	5.62100381759843	16.0243477859885	5.5662842212882	5.71428571428571	7.96398508965014	5.136050704841	5.18571335969404	5.23666520610018	5.28988573846805	5.23971705527901	5.50466338464095
Arab World	ARB	GDP per capita (constant 2015 US$)	NY.GDP.PCAP.KD	4282.35167062339	4300.8168639851	4331.36463388308	4325.90854913223	4425.89310041146	4515.73428821655	4647.24722280545	4631.75345046216	4833.3703265855	4811.06543467001	4737.79377070635	4854.86523225892	5175.9933470156	5333.2266610584	5525.38458548043	5638.30887445326	5821.01941027983	5719.30104030281	5853.00098312308	5937.50449764534	6097.82279689873	6142.05891690084	6165.9532394023	6220.71663600231	6292.43893403025	6229.11448045394	6258.31571207774
Arab World	ARB	Population, total	SP.POP.TOTL	232956364	239243294	245449429	253107302	259000937	264822167	270575777	276393809	282344141	288432153	294665202	301113869	307862846	314965776	322452764	330290752	338395936	346629179	354890097	363156846	371437642	379696477	387899835	396028301	404042892	411942825	419851989
Arab World	ARB	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	2.95928570730528	3.08222187913976	3.16669029283675	3.16119136573875	3.19604849359934	3.21328533961521	3.16314474976164	3.13129891831799	3.16330493711316	3.28250948039699	3.34722679774357	3.36172777072511	3.47423984595025	3.70429792604365	3.80164616101133	3.88313987385694	4.09353819549368	4.19327154821276	4.32200192749412	4.30874050686413	4.51218940948461	4.49519443939826	4.60019065903552	4.61796354463472	4.57030837009204	4.52835061157416	4.43871596541357
Argentina	ARG	GDP per capita (constant 2015 US$)	NY.GDP.PCAP.KD	9338.69951701644	9974.00441871003	10423.3788791662	10003.0916892982	10430.6824927136	11146.7210336555	11445.5649384682	10935.6445948055	10730.6082172968	10146.1068184859	8943.30800223846	9629.84408600561	10389.1512740641	11192.1795786128	11970.6553871118	12919.2353647124	13310.6236843092	12398.2835807357	13551.3391940229	14200.2698890608	13895.6337072986	14071.5086831557	13567.9484159809	13789.060424772	13360.2118345982	13595.0373551081	13105.397163317
Argentina	ARG	Population, total	SP.POP.TOTL	33529320	33970103	34402669	34828168	35246376	35657438	36063451	36467218	36870796	37275644	37681743	38087866	38491970	38892924	39289876	39684303	40080159	40482786	40788453	41261490	41733271	42202935	42669500	43131966	43590368	44044811	44494502
Argentina	ARG	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	3.20167542914679	3.26846227107407	3.30817356060368	3.2677572934643	3.59072376689167	3.57064352183687	3.69265825392029	3.67974326969499	3.57762821285442	3.34990858910446	3.11742479640605	3.37010217374741	3.68518420855051	3.76212392773554	3.95445381400542	4.12329277901139	4.19534263823654	3.88906040211758	4.12224508735352	4.29601548562594	4.277881788849	4.35988634439761	4.21636063230176	4.31443352245988	4.22753944174089	4.0894715157252	3.9872341980589
Armenia	ARM	GDP per capita (constant 2015 US$)	NY.GDP.PCAP.KD	871.697167208067	813.829811325128	878.530222992876	958.506238251081	1030.46392228014	1076.62503878963	1164.28221872868	1210.36239501591	1289.88425211857	1422.47665422275	1619.11218921002	1855.59682694565	2062.20323329876	2364.175934724	2697.01898320572	3093.36933999173	3335.24416355048	2884.33947038119	2958.83899907802	3098.74230423071	3312.9800082494	3406.53611767826	3511.2250593094	3607.28929855361	3601.46966358115	3860.21805793624	4051.38496692373
Armenia	ARM	Population, total	SP.POP.TOTL	3442820	3363111	3283664	3217349	3168213	3133081	3108691	3089020	3069597	3050686	3033976	3017938	3000715	2981262	2958301	2932615	2907615	2888094	2877314	2876536	2884239	2897593	2912403	2925559	2936147	2944789	2951741
Armenia	ARM	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	3.1631046641997	1.49861244544114	0.834433730125859	1.0909602905995	0.811182833982437	1.0660432973166	1.11622544665906	1.00679179804598	1.15976136281082	1.1800624515273	1.02835355322521	1.15973224102019	1.25303469339807	1.49601074980998	1.51776306738226	1.77316149579812	1.95693033637535	1.56158352186598	1.50835119142367	1.71734336020825	1.98319210023857	1.89812716968877	1.88160773079824	1.82529219202211	1.72675278179192	1.80658104876105	1.88024626821933
Aruba	ABW	GDP per capita (constant 2015 US$)	NY.GDP.PCAP.KD	29031.7437541823	29324.7920581327	29989.0181359428	29367.3096702448	28684.5649799691	29901.3592937614	29857.5596644533	29640.0452340025	31245.7240422944	29656.1040089547	28051.1192240863	28008.5035479577	29695.4929573171	29670.2876863246	29743.529628082	30160.5278390752	30092.7393652705	26903.1713501175	25857.4933834715	26647.6435400725	26150.636939894	27090.026166222	27011.3203157436	28396.9084228616	28847.814058488	29286.2493197282	..
Aruba	ABW	Population, total	SP.POP.TOTL	68240	72495	76705	80324	83211	85450	87280	89009	90866	92892	94992	97016	98744	100028	100830	101226	101362	101452	101665	102050	102565	103165	103776	104339	104865	105361	105846
Aruba	ABW	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Australia	AUS	GDP per capita (constant 2015 US$)	NY.GDP.PCAP.KD	36072.0398069721	37161.6791478602	38234.029887488	39223.1607674505	40203.3023270116	41309.8259685443	42767.7939690644	44369.2728270564	45558.753131278	45864.7680331103	47127.2781005515	47997.1371388983	49439.1222880846	50332.8748422221	50948.2249676411	52538.9755805727	53338.6027837258	53225.9510414936	53542.8337248074	54108.1110551111	55254.6062126847	55723.9482270935	56305.9790936359	56707.0220772116	57358.7827974217	57695.5712591341	58447.2526505317
Australia	AUS	Population, total	SP.POP.TOTL	17495000	17667000	17855000	18072000	18311000	18517000	18711000	18926000	19153000	19413000	19651400	19895400	20127400	20394800	20697900	20827600	21249200	21691700	22031750	22340024	22733465	23128129	23475686	23815995	24190907	24601860	24982688
Australia	AUS	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	15.3392397827951	15.4163128997566	15.6073928871465	15.9921425409473	16.3612036480804	16.5669384889561	17.5116241782908	17.5969565676847	17.689656972798	17.7695358780199	17.9574992112521	17.6920293133086	18.1478978904379	18.117853570518	18.1206789094546	18.5028519848662	18.2830412439057	18.2074249597772	17.5814449601144	17.2681103655036	16.9692565563587	16.3986459950997	15.7558761009156	15.7864494009173	15.8720795379851	15.7386474030825	15.475516485656
Austria	AUT	GDP per capita (constant 2015 US$)	NY.GDP.PCAP.KD	32397.5081707865	32300.7192022709	32949.5637571737	33776.8985360708	34523.8526694778	35206.7261578132	36427.6355488475	37649.7989906119	38827.2726029512	39169.0532024998	39620.5456079819	39799.2130824725	40634.8816046983	41264.6724174533	42479.2641547245	43920.0464520643	44422.1874697688	42638.0413668359	43317.0850616844	44433.1273712124	44531.9691194035	44281.5663279585	44227.3786797355	44178.0473777432	44572.3228170817	45263.5165628169	46170.3948913214
Austria	AUT	Population, total	SP.POP.TOTL	7840709	7905633	7936118	7948278	7959017	7968041	7976789	7992324	8011566	8042293	8081957	8121423	8171966	8227829	8268641	8295487	8321496	8343323	8363404	8391643	8429991	8479823	8546356	8642699	8736668	8797566	8840521
Austria	AUT	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	7.35520218898572	7.31124250265602	7.34490086966953	7.69726474086588	8.1542733229493	8.05969748398634	8.10727223698659	7.88881932213959	7.92978551259517	8.44410916140459	8.58331713469893	9.16834402049986	9.27561372624409	9.26611381933193	8.96156938002267	8.58780201813347	8.49967361637859	7.7211442011774	8.36501501063443	8.13547478127942	7.72361441429771	7.75369957604068	7.25338378134494	7.3067452655704	7.25562651573804	7.48275147921596	7.14663762463773
Azerbaijan	AZE	GDP per capita (constant 2015 US$)	NY.GDP.PCAP.KD	2107.22274909674	1596.07657693818	1264.48276136377	1102.45914716982	1105.54839148596	1158.44094659188	1262.2475458617	1343.80871085587	1480.75665467711	1614.79211576914	1754.07360591124	1918.54363295971	2077.81226193597	2631.75897929512	3501.0418070593	4326.961571103	4692.91219198883	5023.79076476976	5215.02091177903	5152.6574441297	5194.7383773851	5425.90528451346	5505.98823646328	5500.31038244408	5270.55296832692	5229.52613726561	5262.18380463117
Azerbaijan	AZE	Population, total	SP.POP.TOTL	7382050	7494800	7596550	7684850	7763000	7838250	7913000	7982750	8048600	8111200	8171950	8234100	8306500	8391850	8484550	8581300	8763400	8947243	9054332	9173082	9295784	9416801	9535079	9649341	9757812	9854033	9939771
Azerbaijan	AZE	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	6.04439146307597	7.14095105940118	6.26336955591683	5.95587422005634	5.20159732062347	5.03556278506044	4.97788449387085	4.85797500861232	4.97105086598912	4.77364631620475	4.66596100074034	4.17046185982682	4.10401492806838	4.36733259054916	4.02732024680154	3.20580797781222	3.37540224113928	2.80980409272443	2.66723155280809	3.11345739632547	3.30902697394862	3.33340377480633	3.42210064541678	3.33390642946498	3.34706182082623	3.24435690442685	3.22140218320925
"Bahamas, The"	BHS	GDP per capita (constant 2015 US$)	NY.GDP.PCAP.KD	29863.8713701593	29399.1479218521	29798.9829120834	30623.1156475742	31489.2981310959	33258.2213189723	31406.6253123044	34822.4842431959	35782.8043547061	36167.2345998328	36537.0479083933	35445.2872619172	35111.1742007615	35637.790660931	35852.2372555028	35685.8433236817	34218.4321261133	32234.2907730546	32238.1230185563	32016.6880321818	32642.0757302034	31165.2701259886	31580.5161812885	31776.0555852485	31491.7004685862	31682.6965038308	32231.2725840966
"Bahamas, The"	BHS	Population, total	SP.POP.TOTL	266028	271065	275849	280179	283980	287363	290600	294063	298045	302618	307657	313123	318893	324848	331032	337387	343680	349600	354936	359583	363581	367162	370625	374200	377923	381749	385635
"Bahamas, The"	BHS	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	9.51027711368728	7.74721930164352	7.39535035472306	7.4238254829948	6.93710824705965	6.15945685422271	7.8114246386786	7.58340899739172	7.1801238068077	7.03857668744093	7.41085039508284	7.18567463903961	6.77343184077418	6.21829286312368	6.10212909930158	6.13538755198037	6.13943202979516	17.2196796338673	5.86021141839656	6.73001782620424	10.0115242545678	8.47037547458615	7.06913996627319	6.33351149118119	5.7948312222331	5.6319728407933	5.86046391017413
Bahrain	BHR	GDP per capita (constant 2015 US$)	NY.GDP.PCAP.KD	20432.1238850311	22497.0363758203	21894.5445475634	22185.4956273415	22500.0709757949	22561.7924046242	22919.3939628375	23047.0707154391	23243.5908841725	22697.6169188068	22258.1949327006	22335.93241802	22422.689937178	22343.537394919	22069.2804186367	22111.6800768009	21833.4119773416	21057.4207733626	20982.3404804452	20774.2449354934	21187.5418849515	22078.9904795856	22676.6258722851	22634.0856475674	22552.6845694088	22445.4525574091	21824.2062303419
Bahrain	BHR	Population, total	SP.POP.TOTL	523082	536212	549590	563698	578661	594927	613697	636540	664610	697550	735140	778708	829846	889157	958423	1035924	1114645	1185075	1240864	1278153	1299942	1315029	1336073	1371853	1425793	1494077	1569440
Bahrain	BHR	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	23.4571252690783	24.3746876235519	24.3272257501046	24.0199539469716	24.4875669865431	24.2382678883292	25.2730582029894	24.2718446601942	23.8937121018342	23.4965235466992	23.4241096933917	23.0638442137489	21.6064185403075	23.2804780258155	23.476064326503	22.2120541661357	22.2223219051806	20.867877560492	20.9370245248472	20.3653240261534	20.4393734489693	21.8702401239821	22.6185245866057	22.3055968824648	21.1811953067521	20.3336240367799	19.5929758385156
Bangladesh	BGD	GDP per capita (constant 2015 US$)	NY.GDP.PCAP.KD	533.887968876922	547.05141702178	556.29886468569	572.438453672363	585.716937119333	599.227533516935	617.292344070892	633.182734570131	653.80864003472	674.166972677693	687.383307540341	707.60509399929	732.748840884682	769.135980425315	809.473632727957	856.045947208307	897.189023767985	931.986506098107	972.909687682522	1024.0219568794	1078.28754620684	1129.99354846656	1184.86328330845	1248.45330989613	1322.69481176488	1403.86169202072	1498.38789214106
Bangladesh	BGD	Population, total	SP.POP.TOTL	107983708	110350641	112737684	115169933	117649927	120160571	122682818	125189655	127657862	130088709	132478077	134791598	136986429	139035505	140921154	142660381	144304164	145924795	147575433	149273134	151005733	152761413	154517385	156256287	157977151	159685421	161376713
Bangladesh	BGD	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.109460956832488	0.113909623778262	0.120101810855011	0.143700700077684	0.142966514547859	0.157872086010643	0.156908687897926	0.160636276216274	0.169593941656331	0.198172463991475	0.207053126231595	0.2124019629176	0.222868792353146	0.235263647224499	0.254752384443289	0.266296779341981	0.288141373384069	0.306664813200526	0.342739973529334	0.364566607143118	0.384025154859518	0.39656611450694	0.412898522713156	0.458797539455164	0.466776363121019	0.492906612933688	0.512837313770296
Barbados	BRB	GDP per capita (constant 2015 US$)	NY.GDP.PCAP.KD	13513.4637992095	13570.0998261226	13789.452099362	14010.9989686908	14508.5715627775	15131.9225214086	15629.0335442805	15616.3398977195	16247.3897043	15805.8387989809	15876.1684053345	16167.8601664288	16339.3835445902	16921.9354530327	17846.1906459118	18158.9453689196	18204.9210250915	17209.1403852262	16754.6285613995	16591.4820476566	16474.4983349043	16208.7222803767	16158.3544584222	16524.899501274	16906.5936182635	16961.3399632522	16838.7287311496
Barbados	BRB	Population, total	SP.POP.TOTL	262890	263869	264893	265955	267047	268183	269334	270455	271511	272494	273423	274331	275283	276320	277475	278701	279946	281107	282131	282987	283698	284294	284825	285327	285798	286229	286640
Barbados	BRB	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	4.48856936361216	3.75186171926221	3.88836247088447	4.02323701378053	4.00678532243388	4.36269263898159	4.71533486303252	4.80671461056368	4.56703411648147	4.84414335728493	5.01055141666941	5.0304194567876	4.94037045513163	5.13896931094383	5.29777457428597	5.310350519015	6.35836911404342	16.4350229627864	5.63567987920505	5.9013311565549	7.78997384542718	5.20587842163394	4.52909681383306	4.52112838953201	4.58365698850237	4.19244730617792	4.36087077867709
Belarus	BLR	GDP per capita (constant 2015 US$)	NY.GDP.PCAP.KD	2574.82385165248	2373.89052136425	2098.62426279529	1886.47742528651	1945.83894756242	2176.69235022362	2370.18646740428	2461.82685103912	2616.91299263359	2754.66446971789	2912.12336094185	3139.12098642967	3522.48985117687	3880.01436974552	4294.22867163526	4684.98029099754	5180.71234438981	5203.85488670206	5621.93717466556	5938.22068048537	6047.87112888287	6110.90466736341	6212.91277243518	5967.05220384914	5811.19794357554	5964.89294392711	6165.90933024502
Belarus	BLR	Population, total	SP.POP.TOTL	10216470	10239050	10226955	10193831	10159569	10117433	10071963	10026738	9979610	9928549	9865548	9796749	9730146	9663915	9604924	9560953	9527985	9504583	9483836	9461643	9446836	9443211	9448515	9461076	9469379	9458989	9438785
Belarus	BLR	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	8.5920087858135	7.44600329132097	6.32348533850007	5.64360935550138	5.75614969493293	5.83646069116544	5.68210983300872	5.48333864911998	5.30982673671616	5.21123479372464	5.2475544186699	5.36402433092856	5.73167144665661	5.84442226571736	6.12290112862944	5.99835602162253	6.32557670903134	6.0181493496348	6.48155451022139	6.16700503284683	6.32910320450149	6.34635824615165	6.2941107676709	5.80166568791964	5.83037176989114	5.94566713207934	6.28364773644065
Belgium	BEL	GDP per capita (constant 2015 US$)	NY.GDP.PCAP.KD	30192.4191260746	29785.4254038973	30651.9783756231	31317.2949761928	31669.1977172208	32791.1705906412	33363.1548148589	34466.0427967902	35660.4471631183	35928.7859335054	36378.6088026414	36602.6572986276	37746.0982948807	38410.6015938582	39132.0230600027	40274.0278956294	40135.7056521353	39009.5295629957	39761.931402119	39913.0404870657	39959.500295341	39954.24626596	40405.1681811584	40991.8081381432	41301.4065243889	41808.9455642301	42376.2057610404
Belgium	BEL	Population, total	SP.POP.TOTL	10045158	10084475	10115603	10136811	10156637	10181245	10203008	10226419	10251250	10286570	10332785	10376133	10421137	10478617	10547958	10625700	10709973	10796493	10895586	11038264	11106932	11159407	11209057	11274196	11331422	11375158	11427054
